asset_id,snapshot_date,ensemble_probability,risk_level,top_reason_1,top_reason_2,top_reason_3,top_reason_4,top_reason_5,protective_factor_1,protective_factor_2,protective_factor_3
AST010968,2026-05-25,0.5680965020094124,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0075),numeric__maintenance_count (+0.0070),numeric__total_train_passages (+0.0068),numeric__avg_downtime (+0.0050),numeric__condition_decline (-0.0008),numeric__condition_usage_risk (-0.0008),numeric__condition_change (-0.0007)
AST035292,2026-05-25,0.5680835635502185,HIGH,numeric__total_maintenance_cost (+0.0126),numeric__days_since_maintenance (+0.0076),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0066),numeric__total_downtime (+0.0063),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0008)
AST008755,2026-05-25,0.5680807487257082,HIGH,numeric__total_maintenance_cost (+0.0098),numeric__maintenance_count (+0.0062),numeric__total_downtime (+0.0053),numeric__total_train_passages (+0.0051),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0014),numeric__life_remaining_ratio (-0.0009)
AST012252,2026-05-25,0.56807866944399,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0065),numeric__maintenance_count (+0.0061),numeric__total_downtime (+0.0060),numeric__life_remaining_ratio (-0.0009),numeric__condition_decline (-0.0007),numeric__condition_change (-0.0007)
AST037513,2026-05-25,0.5680757822128752,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__total_downtime (+0.0072),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0065),numeric__maintenance_count (+0.0061),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0007),numeric__condition_change (-0.0003)
AST039991,2026-05-25,0.5680675217245765,HIGH,numeric__total_maintenance_cost (+0.0109),numeric__total_downtime (+0.0073),numeric__maintenance_count (+0.0062),numeric__total_train_passages (+0.0055),numeric__avg_downtime (+0.0049),numeric__days_since_maintenance (-0.0020),numeric__life_remaining_ratio (-0.0010),numeric__condition_decline (-0.0009)
AST033345,2026-05-25,0.5680655204622258,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0010),numeric__condition_usage_risk (-0.0006)
AST000887,2026-05-25,0.5680635190498087,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0067),numeric__maintenance_count (+0.0066),numeric__total_downtime (+0.0064),numeric__avg_downtime (-0.0016),numeric__condition_change (-0.0012),numeric__condition_decline (-0.0010)
AST036044,2026-05-25,0.5680569367973052,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0075),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0067),numeric__maintenance_count (+0.0061),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0007)
AST022797,2026-05-25,0.5680555551708494,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__maintenance_count (+0.0068),numeric__total_train_passages (+0.0064),numeric__total_downtime (+0.0055),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0019),numeric__avg_downtime (-0.0018),numeric__asset_age_at_snapshot (-0.0013)
AST010544,2026-05-25,0.5680477325565289,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0068),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0065),numeric__avg_downtime (+0.0054),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_interval_days (-0.0003)
AST028947,2026-05-25,0.568042048458109,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__days_since_maintenance (+0.0071),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0057),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0002)
AST036182,2026-05-25,0.5680401536187867,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0067),numeric__maintenance_count (+0.0064),numeric__total_train_passages (+0.0062),numeric__total_downtime (+0.0037),numeric__maintenance_count_365d (-0.0016),numeric__maintenance_pressure (-0.0009),categorical__station_code_infrequent_sklearn (-0.0007)
AST026833,2026-05-25,0.5680389690681885,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__days_since_maintenance (+0.0080),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0066),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0018),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0007)
AST016209,2026-05-25,0.5680347275099789,HIGH,numeric__total_maintenance_cost (+0.0111),categorical__station_code_KJRD (+0.0078),numeric__days_since_maintenance (+0.0076),numeric__total_downtime (+0.0064),numeric__total_train_passages (+0.0060),numeric__avg_downtime (-0.0018),numeric__maintenance_cost_90d (-0.0010),numeric__maintenance_count_180d (-0.0010)
AST024780,2026-05-25,0.5680319156832753,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0064),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0007)
AST022023,2026-05-25,0.5680280443178682,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0071),numeric__maintenance_count (+0.0070),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0058),numeric__maintenance_count_180d (-0.0010),numeric__condition_usage_risk (-0.0008),numeric__maintenance_cost_90d (-0.0004)
AST026525,2026-05-25,0.5680234810992552,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__maintenance_count (+0.0075),numeric__total_downtime (+0.0055),numeric__total_train_passages (+0.0054),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0015),numeric__maintenance_interval_days (-0.0003)
AST039056,2026-05-25,0.5680214204408799,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0071),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_cost_90d (-0.0007)
AST012954,2026-05-25,0.5680211846164405,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0079),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__maintenance_pressure (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__maintenance_cost_90d (-0.0006)
AST003969,2026-05-25,0.5680206287644449,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0068),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0066),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0009)
AST006550,2026-05-25,0.5680162668405394,HIGH,numeric__total_maintenance_cost (+0.0110),numeric__maintenance_count (+0.0078),numeric__total_downtime (+0.0065),numeric__total_train_passages (+0.0056),numeric__avg_downtime (+0.0042),numeric__days_since_maintenance (-0.0020),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST036100,2026-05-25,0.568014500818194,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__total_downtime (+0.0075),numeric__total_train_passages (+0.0067),numeric__days_since_maintenance (+0.0065),numeric__maintenance_count (+0.0061),numeric__condition_decline (-0.0007),numeric__asset_age_at_snapshot (-0.0006),numeric__condition_usage_risk (-0.0006)
AST016171,2026-05-25,0.568012529858348,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0073),numeric__total_train_passages (+0.0067),categorical__station_code_KJKD (+0.0061),numeric__maintenance_count_180d (-0.0011),numeric__avg_downtime (-0.0011),numeric__condition_decline (-0.0008)
AST032296,2026-05-25,0.5680101412409198,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__maintenance_count (+0.0075),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0050),numeric__avg_downtime (+0.0043),numeric__days_since_maintenance (-0.0020),numeric__maintenance_interval_days (-0.0002),numeric__condition_usage_risk (-0.0001)
AST036799,2026-05-25,0.5680071789821299,HIGH,numeric__total_maintenance_cost (+0.0111),numeric__days_since_maintenance (+0.0065),numeric__total_train_passages (+0.0060),numeric__maintenance_count (+0.0054),numeric__total_downtime (+0.0052),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_cost_90d (-0.0008),numeric__condition_usage_risk (-0.0006)
AST037807,2026-05-25,0.5680054508215584,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__total_downtime (+0.0077),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0067),numeric__avg_downtime (+0.0051),numeric__days_since_maintenance (-0.0019),numeric__condition_decline (-0.0008),numeric__maintenance_cost_90d (-0.0007)
AST015076,2026-05-25,0.5680042509553145,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__maintenance_count (+0.0070),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0053),numeric__avg_downtime (+0.0045),numeric__days_since_maintenance (-0.0021),numeric__asset_age_at_snapshot (-0.0003),numeric__condition_usage_risk (-0.0002)
AST036064,2026-05-25,0.5680030145023727,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0079),numeric__total_downtime (+0.0076),numeric__total_train_passages (+0.0067),numeric__maintenance_pressure (+0.0060),numeric__avg_downtime (-0.0018),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0008)
AST016433,2026-05-25,0.5679978879757996,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__maintenance_count (+0.0074),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0067),numeric__maintenance_count_365d (+0.0053),numeric__days_since_maintenance (-0.0019),numeric__avg_downtime (-0.0011),numeric__condition_change (-0.0008)
AST037476,2026-05-25,0.5679970954066484,HIGH,numeric__total_maintenance_cost (+0.0109),numeric__days_since_maintenance (+0.0066),numeric__total_train_passages (+0.0059),numeric__maintenance_count (+0.0054),numeric__total_downtime (+0.0053),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_count_180d (-0.0008),numeric__initial_condition_score (-0.0007)
AST017909,2026-05-25,0.5679966442203188,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0081),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__maintenance_pressure (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__condition_usage_risk (-0.0007)
AST008710,2026-05-25,0.567995438067903,HIGH,numeric__total_maintenance_cost (+0.0121),numeric__days_since_maintenance (+0.0068),numeric__total_downtime (+0.0065),numeric__total_train_passages (+0.0062),numeric__maintenance_count (+0.0061),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0010),numeric__condition_decline (-0.0008)
AST037084,2026-05-25,0.5679887991606088,HIGH,numeric__total_maintenance_cost (+0.0105),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0055),numeric__total_downtime (+0.0049),numeric__maintenance_pressure (+0.0045),numeric__days_since_maintenance (-0.0020),numeric__defect_count (-0.0004),numeric__wear_defect_risk (-0.0003)
AST007234,2026-05-25,0.5679761823687975,HIGH,numeric__total_maintenance_cost (+0.0112),numeric__total_train_passages (+0.0064),numeric__days_since_maintenance (+0.0056),numeric__maintenance_count (+0.0055),numeric__total_downtime (+0.0052),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_cost_90d (-0.0007),numeric__condition_usage_risk (-0.0005)
AST008533,2026-05-25,0.5679749945583338,HIGH,numeric__total_maintenance_cost (+0.0118),numeric__total_train_passages (+0.0069),numeric__maintenance_count (+0.0066),numeric__total_downtime (+0.0052),numeric__avg_downtime (+0.0051),numeric__maintenance_cost_90d (-0.0006),numeric__initial_condition_score (-0.0004),numeric__maintenance_interval_days (-0.0002)
AST022767,2026-05-25,0.5679711097476348,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__days_since_maintenance (+0.0080),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0064),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__life_remaining_ratio (-0.0010)
AST037519,2026-05-25,0.5679656001026807,HIGH,numeric__total_maintenance_cost (+0.0114),numeric__total_downtime (+0.0069),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0056),numeric__maintenance_pressure (+0.0046),numeric__days_since_maintenance (-0.0019),numeric__condition_decline (-0.0008),numeric__asset_age_at_snapshot (-0.0006)
AST038342,2026-05-25,0.5679610163464544,HIGH,numeric__total_maintenance_cost (+0.0115),numeric__days_since_maintenance (+0.0065),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__total_downtime (+0.0060),numeric__avg_downtime (-0.0018),numeric__maintenance_cost_180d (-0.0016),numeric__maintenance_cost_90d (-0.0006)
AST037318,2026-05-25,0.5679565083951936,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__total_train_passages (+0.0067),numeric__days_since_maintenance (+0.0066),numeric__total_downtime (+0.0058),numeric__maintenance_count (+0.0052),numeric__maintenance_cost_365d (-0.0059),numeric__maintenance_cost_180d (-0.0017),numeric__maintenance_cost_90d (-0.0010)
AST025717,2026-05-25,0.5679544671367232,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0065),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST039092,2026-05-25,0.567952896997529,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0051),numeric__maintenance_pressure (+0.0049),numeric__days_since_maintenance (-0.0019),numeric__avg_downtime (-0.0015),numeric__life_remaining_ratio (-0.0009)
AST028854,2026-05-25,0.5679520748968147,HIGH,numeric__total_maintenance_cost (+0.0112),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0066),numeric__total_train_passages (+0.0055),numeric__avg_downtime (+0.0046),numeric__days_since_maintenance (-0.0021),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST035690,2026-05-25,0.56795066891569,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0057),numeric__maintenance_count_180d (-0.0010),numeric__condition_usage_risk (-0.0007),numeric__maintenance_cost_90d (-0.0006)
AST037571,2026-05-25,0.5679440553645039,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0073),numeric__days_since_maintenance (+0.0071),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0061),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0008),numeric__maintenance_cost_90d (-0.0007)
AST008300,2026-05-25,0.5679436292179203,HIGH,numeric__total_maintenance_cost (+0.0119),numeric__days_since_maintenance (+0.0068),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0063),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0005)
AST021383,2026-05-25,0.5679383614423135,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__days_since_maintenance (+0.0071),numeric__total_downtime (+0.0069),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0064),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0007)
AST013294,2026-05-25,0.5679379566996922,HIGH,numeric__total_maintenance_cost (+0.0104),numeric__maintenance_count (+0.0075),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0050),numeric__avg_downtime (+0.0043),numeric__days_since_maintenance (-0.0020),numeric__condition_usage_risk (-0.0001),numeric__maintenance_interval_days (-0.0001)
AST025473,2026-05-25,0.5679368745491344,HIGH,numeric__total_maintenance_cost (+0.0101),numeric__maintenance_count (+0.0076),numeric__total_downtime (+0.0053),numeric__total_train_passages (+0.0052),numeric__maintenance_cost_90d (+0.0047),numeric__days_since_maintenance (-0.0018),numeric__avg_downtime (-0.0014),numeric__initial_condition_score (-0.0008)
AST019420,2026-05-25,0.5679358084754305,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__total_downtime (+0.0069),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0066),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0006)
AST009668,2026-05-25,0.5679296125857607,HIGH,numeric__total_maintenance_cost (+0.0126),numeric__days_since_maintenance (+0.0069),numeric__total_train_passages (+0.0062),numeric__total_downtime (+0.0061),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0016),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_cost_90d (-0.0009)
AST000813,2026-05-25,0.5679275878021863,HIGH,numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0056),numeric__avg_downtime (+0.0051),numeric__total_maintenance_cost (+0.0050),numeric__days_since_maintenance (-0.0019),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0003)
AST033892,2026-05-25,0.5679253321620228,HIGH,numeric__total_maintenance_cost (+0.0109),numeric__days_since_maintenance (+0.0070),numeric__total_train_passages (+0.0060),numeric__maintenance_count (+0.0054),numeric__total_downtime (+0.0052),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_cost_90d (-0.0008)
AST009494,2026-05-25,0.5679253021068067,HIGH,numeric__total_maintenance_cost (+0.0119),numeric__days_since_maintenance (+0.0066),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0063),numeric__total_downtime (+0.0055),numeric__avg_downtime (-0.0016),numeric__maintenance_cost_90d (-0.0008),numeric__wear_defect_risk (-0.0005)
AST026748,2026-05-25,0.5679217745944956,HIGH,numeric__total_maintenance_cost (+0.0127),numeric__maintenance_count (+0.0074),numeric__total_downtime (+0.0070),numeric__total_train_passages (+0.0067),numeric__maintenance_count_365d (+0.0046),numeric__days_since_maintenance (-0.0019),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0008)
AST013043,2026-05-25,0.5679203959586103,HIGH,numeric__total_maintenance_cost (+0.0110),numeric__maintenance_count (+0.0075),numeric__total_downtime (+0.0071),numeric__maintenance_pressure (+0.0061),numeric__total_train_passages (+0.0057),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0016),numeric__condition_decline (-0.0009)
AST018977,2026-05-25,0.5679189969454572,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__days_since_maintenance (+0.0075),numeric__total_downtime (+0.0065),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0061),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_365d (-0.0010),numeric__life_remaining_ratio (-0.0010)
AST005335,2026-05-25,0.5679189887986832,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0063),numeric__days_since_maintenance (+0.0059),numeric__avg_downtime (+0.0052),categorical__station_code_BSWD (-0.0086),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0005)
AST034777,2026-05-25,0.5679185972273274,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0056),numeric__avg_downtime (+0.0051),numeric__days_since_maintenance (-0.0019),numeric__condition_usage_risk (-0.0008),numeric__maintenance_cost_90d (-0.0006)
AST012942,2026-05-25,0.5679141980421007,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__maintenance_count (+0.0070),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0054),numeric__avg_downtime (+0.0043),numeric__days_since_maintenance (-0.0021),numeric__initial_condition_score (-0.0003),numeric__condition_usage_risk (-0.0001)
AST007516,2026-05-25,0.5679128388383706,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__maintenance_count (+0.0073),numeric__total_train_passages (+0.0062),numeric__days_since_maintenance (+0.0059),numeric__total_downtime (+0.0057),numeric__usage_index (-0.0007),numeric__maintenance_cost_90d (-0.0005),numeric__maintenance_count_90d (-0.0002)
AST040826,2026-05-25,0.5679101718927806,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0078),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0068),numeric__avg_downtime (-0.0020),numeric__maintenance_count_180d (-0.0012),numeric__condition_usage_risk (-0.0008)
AST030596,2026-05-25,0.5679005040533108,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0073),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0061),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0009)
AST018532,2026-05-25,0.5678993716440155,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0068),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0008)
AST004197,2026-05-25,0.567898740018688,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0080),numeric__total_downtime (+0.0068),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0008)
AST010452,2026-05-25,0.5678982052536975,HIGH,numeric__total_maintenance_cost (+0.0126),numeric__days_since_maintenance (+0.0069),numeric__maintenance_count (+0.0061),numeric__total_train_passages (+0.0060),numeric__total_downtime (+0.0051),numeric__avg_downtime (-0.0017),numeric__asset_age_at_snapshot (-0.0016),numeric__maintenance_cost_90d (-0.0007)
AST025056,2026-05-25,0.5678923386847833,HIGH,numeric__total_maintenance_cost (+0.0112),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0056),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0015),numeric__condition_decline (-0.0009)
AST032652,2026-05-25,0.5678901873805009,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0057),numeric__total_train_passages (+0.0054),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0021),numeric__avg_downtime (-0.0015),numeric__initial_condition_score (-0.0003)
AST021327,2026-05-25,0.5678898218098255,HIGH,numeric__total_maintenance_cost (+0.0110),numeric__maintenance_count (+0.0075),numeric__total_downtime (+0.0063),numeric__total_train_passages (+0.0056),numeric__maintenance_pressure (+0.0051),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0015),numeric__condition_decline (-0.0009)
AST010965,2026-05-25,0.5678889911955349,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0070),numeric__days_since_maintenance (+0.0069),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0066),numeric__avg_downtime (-0.0016),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0007)
AST006965,2026-05-25,0.5678871693116504,HIGH,numeric__total_maintenance_cost (+0.0105),numeric__maintenance_count (+0.0062),numeric__total_downtime (+0.0054),numeric__total_train_passages (+0.0054),numeric__avg_downtime (+0.0045),numeric__days_since_maintenance (-0.0020),numeric__life_remaining_ratio (-0.0009),numeric__asset_age_at_snapshot (-0.0006)
AST012813,2026-05-25,0.5678819518747478,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0062),numeric__days_since_maintenance (+0.0059),numeric__avg_downtime (+0.0053),numeric__asset_age_at_snapshot (-0.0009),numeric__maintenance_cost_90d (-0.0008),numeric__wear_usage_risk (-0.0004)
AST019167,2026-05-25,0.5678763640166579,HIGH,numeric__total_maintenance_cost (+0.0127),numeric__days_since_maintenance (+0.0077),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0066),numeric__total_downtime (+0.0064),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0011),numeric__condition_decline (-0.0008)
AST035529,2026-05-25,0.5678752863389416,HIGH,numeric__total_maintenance_cost (+0.0100),numeric__maintenance_count (+0.0076),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0052),numeric__maintenance_pressure (+0.0045),numeric__avg_downtime (-0.0015),numeric__days_since_maintenance (-0.0014),numeric__recent_maintenance_activity (-0.0007)
AST014142,2026-05-25,0.5678744337570938,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0069),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0061),numeric__total_downtime (+0.0058),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008),numeric__maintenance_cost_90d (-0.0006)
AST016538,2026-05-25,0.5678740169629022,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0070),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0057),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0003)
AST027429,2026-05-25,0.5678720639738153,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0065),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST031844,2026-05-25,0.5678717764959742,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0055),numeric__maintenance_pressure (+0.0051),numeric__total_downtime (+0.0050),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0015),numeric__maintenance_interval_days (-0.0002)
AST038850,2026-05-25,0.5678715592035081,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__days_since_maintenance (+0.0070),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0059),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0007),numeric__maintenance_count_90d (-0.0004)
AST027152,2026-05-25,0.5678711609393496,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__days_since_maintenance (+0.0066),numeric__total_train_passages (+0.0059),numeric__maintenance_cost_365d (+0.0056),numeric__maintenance_count (+0.0055),numeric__life_remaining_ratio (-0.0009),numeric__maintenance_count_180d (-0.0008),numeric__maintenance_cost_90d (-0.0008)
